"VM";"Powerstate";"Template";"SRM Placeholder";"Config status";"DNS Name";"Connection state";"Guest state";"Heartbeat";"Consolidation Needed";"PowerOn";"Suspend time";"Creation date";"Change Version";"CPUs";"Memory";"NICs";"Disks";"min Required EVC Mode Key ";"Latency Sensitivity";"EnableUUID";"CBT";"Primary IP Address";"Network #1";"Network #2";"Network #3";"Network #4";"Network #5";"Network #6";"Network #7";"Network #8";"Num Monitors";"Video Ram KiB";"Resource pool";"Folder";"vApp";"DAS protection";"FT State";"FT Latency";"FT Bandwidth";"FT Sec. Latency";"Provisioned MiB";"In Use MiB";"Unshared MiB";"HA Restart Priority";"HA Isolation Response";"HA VM Monitoring";"Cluster rule(s)";"Cluster rule name(s)";"Boot Required";"Boot delay";"Boot retry delay";"Boot retry enabled";"Boot BIOS setup";"Firmware";"HW version";"HW upgrade status";"HW upgrade policy";"HW target";"Path";"Log directory";"Snapshot directory";"Suspend directory";"Annotation";"FRBCK10";"Post-it";"Datacenter";"Cluster";"Host";"OS according to the configuration file";"OS according to the VMware Tools";"VM ID";"VM UUID";"VI SDK Server type";"VI SDK API Version";"VI SDK Server";"VI SDK UUID"
"FRWPRSAV002";"poweredOn";"False";"False";"green";"FRWPRSAV002";"connected";"running";"green";"False";"45140,7287847222";;"25569,0416666667";"45295,222662037";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.131";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106595";"97105";"92909";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008010] FRWPRSAV002/FRWPRSAV002.vmx";"[pcc-008010] FRWPRSAV002/";"[pcc-008010] FRWPRSAV002/";"[pcc-008010] FRWPRSAV002/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.71";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-7279";"4236e935-9fc7-1ff9-199c-221bb8e26a11";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV003";"poweredOn";"False";"False";"green";"FRWPRSAV003.stago.ext";"connected";"running";"green";"False";"45140,7832060185";;"25569,0416666667";"45297,9648726852";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.133";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106593";"78868";"74674";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008011] FRWPRSAV003/FRWPRSAV003.vmx";"[pcc-008011] FRWPRSAV003/";"[pcc-008011] FRWPRSAV003/";"[pcc-008011] FRWPRSAV003/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.71";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-12211";"4236b8f8-ab15-2ee9-050a-7a55c7027b1f";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV004";"poweredOn";"False";"False";"green";"FRWPRSAV004.stago.ext";"connected";"running";"green";"False";"44221,8396296296";;"25569,0416666667";"45294,9993402778";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.134";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106597";"72942";"68745";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-013581] FRWPRSAV004/FRWPRSAV004.vmx";"[ssd-013581] FRWPRSAV004/";"[ssd-013581] FRWPRSAV004/";"[ssd-013581] FRWPRSAV004/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.71";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-12223";"423601b1-a030-9e2c-c8f0-98e237da6e51";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV005";"poweredOn";"False";"False";"green";"FRWPRSAV005.stago.ext";"connected";"running";"green";"False";"45140,802650463";;"25569,0416666667";"45291,4405671296";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.135";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106605";"95346";"91140";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-017937] FRWPRSAV005/FRWPRSAV005.vmx";"[ssd-017937] FRWPRSAV005/";"[ssd-017937] FRWPRSAV005/";"[ssd-017937] FRWPRSAV005/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.71";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-12224";"423659e7-198c-2d37-a863-7acfbbf29fd4";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV006";"poweredOn";"False";"False";"green";"FRWPRSAV006.stago.ext";"connected";"running";"green";"False";"43535,7371180556";;"25569,0416666667";"45299,0187731481";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.136";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106586";"86661";"82475";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-017937] FRWPRSAV006/FRWPRSAV006.vmx";"[ssd-017937] FRWPRSAV006/";"[ssd-017937] FRWPRSAV006/";"[ssd-017937] FRWPRSAV006/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.74";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-12225";"4236124c-1294-0732-ca99-fa82688b417a";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV007";"poweredOn";"False";"False";"green";"FRWPRSAV007.stago.ext";"connected";"running";"green";"False";"45140,765462963";;"25569,0416666667";"45301,1036805556";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.137";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106589";"87976";"83787";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-016714] FRWPRSAV007/FRWPRSAV007.vmx";"[ssd-016714] FRWPRSAV007/";"[ssd-016714] FRWPRSAV007/";"[ssd-016714] FRWPRSAV007/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.78";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-12226";"4236db3b-907a-5990-776f-f9bf738859a7";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV008";"poweredOn";"False";"False";"green";;"connected";"notRunning";"gray";"False";"45298,3780208333";;"25569,0416666667";"45301,1514351852";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;;"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106578";"62615";"58437";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-007875] FRWPRSAV008/FRWPRSAV008.vmx";"[pcc-007875] FRWPRSAV008/";"[pcc-007875] FRWPRSAV008/";"[pcc-007875] FRWPRSAV008/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.78";"Microsoft Windows 7 (64-bit)";;"vm-12313";"42365ceb-62ed-784f-93f5-5e038d58abf3";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV009";"poweredOn";"False";"False";"green";"FRWPRSAV009.stago.ext";"connected";"running";"green";"False";"43536,4652777778";;"25569,0416666667";"45301,3715740741";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.139";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106586";"87996";"83810";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008011] FRWPRSAV009/FRWPRSAV009.vmx";"[pcc-008011] FRWPRSAV009/";"[pcc-008011] FRWPRSAV009/";"[pcc-008011] FRWPRSAV009/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.51";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-12314";"42367eec-2000-e0a7-56d9-4f1f7f7ad2c9";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV010";"poweredOn";"False";"False";"green";"FRWPRSAV010.stago.ext";"connected";"running";"green";"False";"45140,7930092593";;"25569,0416666667";"45301,3715740741";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.140";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106580";"79983";"75802";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-017937] FRWPRSAV010/FRWPRSAV010.vmx";"[ssd-017937] FRWPRSAV010/";"[ssd-017937] FRWPRSAV010/";"[ssd-017937] FRWPRSAV010/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.50";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-12315";"42369cd7-2c04-2205-87ec-5dd906889d9a";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV011";"poweredOn";"False";"False";"green";"FRWPRSAV011.stago.ext";"connected";"running";"green";"False";"44131,3509953704";;"25569,0416666667";"45298,2187731481";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.112";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106608";"67766";"63558";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-016714] FRWPRSAV011/FRWPRSAV011.vmx";"[ssd-016714] FRWPRSAV011/";"[ssd-016714] FRWPRSAV011/";"[ssd-016714] FRWPRSAV011/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.73";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-12318";"4236bc44-a4fd-a326-cf5a-a3ee8707e69e";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV012";"poweredOn";"False";"False";"green";"FRWPRSAV012.stago.ext";"connected";"running";"green";"False";"45140,7816666667";;"25569,0416666667";"45301,3715740741";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.113";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106587";"91496";"87309";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-017937] FRWPRSAV012/FRWPRSAV012.vmx";"[ssd-017937] FRWPRSAV012/";"[ssd-017937] FRWPRSAV012/";"[ssd-017937] FRWPRSAV012/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.50";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-12319";"4236891e-96ee-efec-5777-05878cde6cd7";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV013";"poweredOn";"False";"False";"green";"FRWPRSAV013.stago.ext";"connected";"running";"green";"False";"45140,8300694444";;"25569,0416666667";"45299,5424768519";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.141";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106589";"90085";"85896";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-017937] FRWPRSAV013/FRWPRSAV013.vmx";"[ssd-017937] FRWPRSAV013/";"[ssd-017937] FRWPRSAV013/";"[ssd-017937] FRWPRSAV013/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.76";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-12320";"4236a3e8-e9c7-e862-9e8e-f163ad5e8e6f";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV014";"poweredOn";"False";"False";"green";;"connected";"notRunning";"gray";"False";"44935,7108449074";;"44915,7028703704";"45294,9290972222";"2";"4096";"1";"1";"intel-cascadelake";"normal";;;;"Vlan 340";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Test";;"True";"notConfigured";"gray";"-1";"-1";"106774";"45819";"41444";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[pcc-006965] FRWPRSAV014/FRWPRSAV014.vmx";"[pcc-006965] FRWPRSAV014/";"[pcc-006965] FRWPRSAV014/";"[pcc-006965] FRWPRSAV014/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.79";"Microsoft Windows 7 (64-bit)";;"vm-492246";"4236cec8-4ff1-3922-6bf4-ddd9c38bbd0e";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV015";"poweredOn";"False";"False";"green";"FRWPRSAV015.stago.ext";"connected";"running";"green";"False";"45140,8424884259";;"25569,0416666667";"45301,0498148148";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.144";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106589";"89901";"85712";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008011] FRWPRSAV015/FRWPRSAV015.vmx";"[pcc-008011] FRWPRSAV015/";"[pcc-008011] FRWPRSAV015/";"[pcc-008011] FRWPRSAV015/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.76";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-12322";"42361554-c8fb-1077-aeb6-ff89910f8ce6";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV016";"poweredOn";"False";"False";"green";"FRWPRSAV016.stago.ext";"connected";"running";"green";"False";"45140,860474537";;"25569,0416666667";"45298,9310185185";"2";"4096";"1";"1";"intel-cascadelake";"normal";;;"172.31.98.146";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD-VDI";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106610";"83162";"78952";;;;;;"False";"10000";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-016714] FRWPRSAV016/FRWPRSAV016.vmx";"[ssd-016714] FRWPRSAV016/";"[ssd-016714] FRWPRSAV016/";"[ssd-016714] FRWPRSAV016/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.71";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-13162";"4236bae4-6cea-8183-4b8e-e6f9375a6677";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV017";"poweredOn";"False";"False";"green";;"connected";"notRunning";"gray";"False";"44935,7149884259";;"44915,7032407407";"45298,3119444444";"2";"4096";"1";"1";"intel-cascadelake";"normal";;;;"Vlan 340";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Test";;"True";"notConfigured";"gray";"-1";"-1";"106621";"46106";"41885";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[pcc-006965] FRWPRSAV017/FRWPRSAV017.vmx";"[pcc-006965] FRWPRSAV017/";"[pcc-006965] FRWPRSAV017/";"[pcc-006965] FRWPRSAV017/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.75";"Microsoft Windows 7 (64-bit)";;"vm-492247";"423626c1-e077-8a9d-d30d-9848a84a9efa";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV018";"poweredOn";"False";"False";"green";"FRWPRSAV018.stago.ext";"connected";"running";"green";"False";"44939,4898148148";;"44202,5177430556";"45299,5094328704";"2";"4096";"1";"1";"intel-cascadelake";"normal";;;"172.31.98.143";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106600";"59551";"55351";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[ssd-013581] FRWPRSAV018/FRWPRSAV018.vmx";"[ssd-013581] FRWPRSAV018/";"[ssd-013581] FRWPRSAV018/";"[ssd-013581] FRWPRSAV018/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.72";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-272249";"4236b3b1-c838-4018-9af4-deae6f3c38e2";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV019";"poweredOn";"False";"False";"green";"FRWPRSAV019.stago.ext";"connected";"running";"green";"False";"44328,9379513889";;"44202,5180439815";"45298,6260532407";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.147";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106592";"60619";"56427";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[ssd-017937] FRWPRSAV019/FRWPRSAV019.vmx";"[ssd-017937] FRWPRSAV019/";"[ssd-017937] FRWPRSAV019/";"[ssd-017937] FRWPRSAV019/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.71";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-272250";"4236d1b5-1864-b856-b547-1e1e8a0bcbf7";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV020";"poweredOn";"False";"False";"green";"FRWPRSAV020.stago.ext";"connected";"running";"green";"False";"44881,3480324074";;"44202,5192361111";"45291,4199305556";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.148";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106629";"58833";"54603";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[ssd-014282] FRWPRSAV020/FRWPRSAV020.vmx";"[ssd-014282] FRWPRSAV020/";"[ssd-014282] FRWPRSAV020/";"[ssd-014282] FRWPRSAV020/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.71";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-272251";"4236a714-7f16-1090-b65d-164c49aa84c8";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSAV021";"poweredOn";"False";"False";"green";"FRWPRSAV021.stago.ext";"connected";"running";"green";"False";"44207,6078935185";;"44202,5195601852";"45293,0525694444";"2";"4096";"1";"1";"intel-ivybridge";"normal";;;"172.31.98.149";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Poste_Travail";;"True";"notConfigured";"gray";"-1";"-1";"106612";"58551";"54339";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[pcc-008128] FRWPRSAV021/FRWPRSAV021.vmx";"[pcc-008128] FRWPRSAV021/";"[pcc-008128] FRWPRSAV021/";"[pcc-008128] FRWPRSAV021/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.72";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-272252";"4236e2aa-21d3-8dc1-40c3-a6be5377565c";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRSSI001";"poweredOn";"False";"False";"green";"FRWPRSSI001.stago.grp";"connected";"running";"green";"False";"45289,5123958333";;"44823,797650463";"45262,0728125";"2";"8192";"1";"1";"intel-ivybridge";"normal";;;"172.31.40.130";"Vlan 340";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-VDI";;"True";"notConfigured";"gray";"-1";"-1";"111003";"94602";"85999";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[ssd-017937] FRWPRSSI001/FRWPRSSI001.vmx";"[ssd-017937] FRWPRSSI001/";"[ssd-017937] FRWPRSSI001/";"[ssd-017937] FRWPRSSI001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.72";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-463411";"4236ebf6-2e3f-7b20-4108-79ffa7dca0ec";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWPRVGS001";"poweredOn";"False";"False";"green";"FRWPRVGS001.stago.grp";"connected";"running";"green";"False";"45264,7731481481";;"44924,4900231482";"45300,6324305556";"4";"4096";"1";"1";"intel-cascadelake";"normal";;"True";"172.20.52.230";"Vlan 471";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337";;"True";"notConfigured";"gray";"-1";"-1";"127066";"92355";"88169";;;;;;"False";"0";"10000";"False";"False";"efi";"19";"none";"never";;"[ssd-014282] FRWPRVGS001/FRWPRVGS001.vmx";"[ssd-014282] FRWPRVGS001/";"[ssd-014282] FRWPRVGS001/";"[ssd-014282] FRWPRVGS001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.73";"Microsoft Windows 10 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-624634";"4226fe45-97b5-70b9-4e84-31d657fd2fa4";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRWTSNAV001";"poweredOff";"False";"False";"green";"FRWTSNAV001.stago.grp";"connected";"notRunning";"gray";"False";;;"25569,0416666667";"45023,6996759259";"2";"4096";"1";"1";;"normal";;;;"Vlan 340";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-TEST";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Test/Stago-Poste_Travail";;;"notConfigured";"gray";"-1";"-1";"107083";"83186";"83184";;;;;;"False";"5000";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-016714] FRWTSNAV001/FRWTSNAV001.vmx";"[ssd-016714] FRWTSNAV001/";"[ssd-016714] FRWTSNAV001/";"[ssd-016714] FRWTSNAV001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.75";"Microsoft Windows 10 (64-bit)";"Microsoft Windows 10 (64-bit)";"vm-27548";"423675e3-9e72-cf91-8f80-24817de84136";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"IESPRADC001";"poweredOn";"False";"False";"green";"IESPRADC001.ie.eu.stago.grp";"connected";"running";"green";"False";"45270,7505787037";;"44502,3640972222";"45301,0498611111";"2";"4096";"1";"2";"intel-ivybridge";"normal";"True";"True";"172.20.220.22";"Vlan 305";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO";;"True";"notConfigured";"gray";"-1";"-1";"168027";"141474";"137287";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008197] IESPRADC001/IESPRADC001.vmx";"[pcc-008197] IESPRADC001/";"[pcc-008197] IESPRADC001/";"[pcc-008197] IESPRADC001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.73";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2016 or later (64-bit)";"vm-361874";"4236f625-923f-9d13-24f5-6edd79a1e1cc";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
